title,features_handheld,features_max_players,features_multiplatform,features_online,metadata_genres,metadata_licensed,metadata_publishers,metadata_sequel,metrics_review_score,metrics_sales,metrics_used_price,release_console,release_rating,release_rerelease,release_year,length_all_playstyles_average,length_all_playstyles_leisure,length_all_playstyles_median,length_all_playstyles_polled,length_all_playstyles_rushed,length_completionists_average,length_completionists_leisure,length_completionists_median,length_completionists_polled,length_completionists_rushed,length_main_extras_average,length_main_extras_leisure,length_main_extras_median,length_main_extras_polled,length_main_extras_rushed,length_main_story_average,length_main_story_leisure,length_main_story_median,length_main_story_polled,length_main_story_rushed
Samurai Warriors 2,TRUE,4,TRUE,TRUE,Action,TRUE,,TRUE,52,0.07,14.95,X360,M,TRUE,2006,46.18333333,53.41666667,47.5,8,38.41666667,53.36666667,55.86666667,50.11666667,3,50.86666667,44.85,47.63333333,44.38333333,4,42.3,30,30,30,1,30
Far Cry: Vengeance,TRUE,2,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,38,0.07,16.95,Nintendo Wii,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Import Tuner Challenge,TRUE,2,TRUE,TRUE,Racing / Driving,TRUE,Ubisoft,TRUE,54,0.07,17.95,X360,E,TRUE,2006,34.66666667,38.41666667,39,3,30.91666667,40,40,40,1,40,39,39,39,1,39,25,25,25,1,25
Contact,TRUE,1,TRUE,TRUE,"Adventure,Role-Playing (RPG)",TRUE,,TRUE,73,0.07,14.95,Nintendo DS,E,TRUE,2006,15.6,21.03333333,14.58333333,20,11.03333333,21.38333333,23.03333333,21.76666667,5,18.86666667,21.38333333,23.63333333,19.18333333,3,19.13333333,11.75,13.56666667,11.73333333,12,9.35
Touch Detective,TRUE,1,TRUE,TRUE,Adventure,TRUE,,TRUE,60,0.07,14.95,Nintendo DS,T,TRUE,2006,6.9,8.75,6.133333333,11,5.583333333,8.35,9.583333333,8,3,7.116666667,7.5,7.75,7.5,2,7.25,5.983333333,6.983333333,6,6,5.316666667
FIFA Street 2,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,58,0.07,17.95,Sony PSP,T,TRUE,2006,25.71666667,33.91666667,20,6,20.91666667,31.78333333,38.03333333,30.36666667,3,25.53333333,20,20,20,1,20,19.5,19.75,19.5,2,19.25
007: From Russia with Love,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,EA,TRUE,61,0.07,17.95,Sony PSP,T,TRUE,2006,6.383333333,6.716666667,6.5,11,5.883333333,0,0,0,0,0,7,7,7,1,7,6.333333333,6.65,6.266666667,10,5.816666667
PaRappa the Rapper,TRUE,1,TRUE,TRUE,Action,TRUE,Sony,TRUE,67,0.07,12.95,Sony PSP,T,TRUE,2006,1.7,3.766666667,1.416666667,21,1.1,3.3,3.3,3.3,1,3.3,4.5,5.25,4.5,2,3.75,1.3,1.85,1.116666667,18,0.933333333
Riviera: The Promised Land,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,,TRUE,68,0.07,17.95,Sony PSP,M,TRUE,2006,24.31666667,28.3,24.26666667,28,21.06666667,0,0,0,0,0,24.68333333,27.66666667,24,11,22.16666667,24.1,28.31666667,24.53333333,17,21.08333333
Samurai Warriors: State of War,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,64,0.07,17.95,Sony PSP,E,TRUE,2006,10.5,10.5,10.5,1,10.5,0,0,0,0,0,0,0,0,0,0,10.5,10.5,10.5,1,10.5
Viewtiful Joe: Red Hot Rumble,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,63,0.07,14.95,Sony PSP,E,TRUE,2006,10.56666667,13.61666667,9.9,3,7.516666667,0,0,0,0,0,13.45,15.21666667,13.45,2,11.66666667,4.8,4.8,4.8,1,4.8
Ice Age 2: The Meltdown,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,66,0.07,17.95,Nintendo Wii,E,TRUE,2006,9.25,11.93333333,8.5,4,6.933333333,0,0,0,0,0,13.5,14.25,13.5,2,12.75,5,5,5,2,5
Rumble Roses XX,TRUE,4,TRUE,TRUE,"Action,Sports",TRUE,Konami,TRUE,62,0.06,17.95,X360,E,TRUE,2006,119.25,158.8,126,4,76.3,127,168.25,156,3,85.75,96,96,96,1,96,0,0,0,0,0
Bionicle Heroes,TRUE,1,TRUE,TRUE,Action,TRUE,Eidos,TRUE,72,0.06,16.95,Nintendo DS,T,TRUE,2006,15.3,27.05,12.88333333,11,9.4,17.23333333,18.88333333,18.33333333,5,15.33333333,24,32,24,2,16,8.55,9.566666667,9.75,4,6.916666667
Deep Labyrinth,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,,TRUE,57,0.06,10.95,Nintendo DS,T,TRUE,2006,13.56666667,13.56666667,13.56666667,1,13.56666667,0,0,0,0,0,0,0,0,0,0,13.56666667,13.56666667,13.56666667,1,13.56666667
Blade Dancer: Lineage of Light,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,,TRUE,60,0.06,16.95,Sony PSP,E,TRUE,2006,29.28333333,29.68333333,29.5,3,28.86666667,28.35,28.35,28.35,1,28.35,0,0,0,0,0,29.75,29.86666667,29.75,2,29.61666667
Every Extend Extra,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,74,0.06,11.95,Sony PSP,E,TRUE,2006,12,12,12,1,12,0,0,0,0,0,0,0,0,0,0,12,12,12,1,12
Ultimate Ghosts 'N' Goblins,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,72,0.06,17.95,Sony PSP,E,TRUE,2006,6.15,9.4,5.5,6,3.666666667,12.95,12.95,12.95,1,12.95,6.983333333,7.483333333,6.983333333,2,6.483333333,3.333333333,4.216666667,3.5,3,2.45
Xiaolin Showdown,TRUE,1,TRUE,TRUE,Action,TRUE,Konami,TRUE,44,0.06,14.95,Sony PSP,M,TRUE,2006,9.45,12.05,6,3,6.85,16.38333333,16.38333333,16.38333333,1,16.38333333,0,0,0,0,0,6,6,6,2,6
Bionicle Heroes,TRUE,1,TRUE,TRUE,Action,TRUE,Eidos,TRUE,59,0.06,14.95,X360,T,TRUE,2006,15.3,27.05,12.88333333,11,9.4,17.23333333,18.88333333,18.33333333,5,15.33333333,24,32,24,2,16,8.55,9.566666667,9.75,4,6.916666667
Bullet Witch,TRUE,1,TRUE,TRUE,Action,TRUE,Atari,TRUE,55,0.06,16.95,X360,M,TRUE,2006,8.533333333,11.5,7.5,12,5.5,15,15,15,1,15,12.41666667,12.85,13,3,11.96666667,6.266666667,8.133333333,6.283333333,8,4.633333333
Death Jr. II: Root of Evil,TRUE,2,TRUE,TRUE,Action,TRUE,Konami,TRUE,68,0.05,14.95,Sony PSP,E,TRUE,2006,9.7,11.53333333,9.7,2,7.85,0,0,0,0,0,13.38333333,13.38333333,13.38333333,1,13.38333333,6.016666667,6.016666667,6.016666667,1,6.016666667
Alex Rider: Stormbreaker,TRUE,1,TRUE,TRUE,"Action,Adventure",TRUE,THQ,TRUE,48,0.05,12.95,Nintendo DS,M,TRUE,2006,6.5,6.5,6.5,1,6.5,6.5,6.5,6.5,1,6.5,0,0,0,0,0,0,0,0,0,0
Cartoon Network Racing,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,,TRUE,55,0.05,14.95,Nintendo DS,E,TRUE,2006,14.86666667,14.86666667,14.86666667,1,14.86666667,14.86666667,14.86666667,14.86666667,1,14.86666667,0,0,0,0,0,0,0,0,0,0
Guilty Gear: Dust Strikers,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,60,0.05,14.95,Nintendo DS,E,TRUE,2006,0.316666667,0.316666667,0.316666667,2,0.316666667,0,0,0,0,0,0,0,0,0,0,0.316666667,0.316666667,0.316666667,2,0.316666667
Gunpey DS,TRUE,1,TRUE,TRUE,Strategy,TRUE,Namco,TRUE,70,0.05,12.95,Nintendo DS,E,TRUE,2006,8,8,8,1,8,8,8,8,1,8,0,0,0,0,0,0,0,0,0,0
Lara Croft Tomb Raider: Legend,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Eidos,TRUE,58,0.05,17.95,Nintendo DS,E,TRUE,2006,9.15,19.28333333,8,203,5.9,15.85,22.95,16,26,10.95,8.883333333,11.33333333,8.45,63,5.95,7.766666667,12.5,7.416666667,114,6.05
Worms: Open Warfare,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,THQ,TRUE,64,0.05,17.95,Nintendo DS,E,TRUE,2006,9.116666667,9.55,9.116666667,2,8.683333333,10,10,10,1,10,0,0,0,0,0,8.25,8.25,8.25,1,8.25
Mercury Meltdown,TRUE,1,TRUE,TRUE,Strategy,TRUE,,TRUE,78,0.05,12.95,Sony PSP,M,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTX Mototrax,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,Activision,TRUE,67,0.05,19.95,Sony PSP,M,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snoopy vs. the Red Baron,TRUE,1,TRUE,TRUE,Action,TRUE,Namco,TRUE,76,0.05,17.95,Sony PSP,E,TRUE,2006,6,6,6,1,6,0,0,0,0,0,0,0,0,0,0,6,6,6,1,6
Super Monkey Ball Adventure,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Sega,TRUE,56,0.05,24.95,Sony PSP,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ys VI: The Ark of Napishtim,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Konami,TRUE,64,0.05,16.95,Sony PSP,E,TRUE,2006,14.71666667,22.08333333,13.66666667,50,10.83333333,17.93333333,22.45,15.5,5,12.85,14.36666667,17.61666667,13.83333333,24,11.55,14.36666667,21.83333333,13,21,10.58333333
Bomberman Land Touch!,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,78,0.04,24.95,Nintendo DS,E,TRUE,2006,16.41666667,21.85,15,3,10.98333333,0,0,0,0,0,17.13333333,22.56666667,17.13333333,2,11.7,15,15,15,1,15
Point Blank DS,TRUE,1,TRUE,TRUE,Action,TRUE,"Atari,Namco",TRUE,66,0.04,17.95,Nintendo DS,M,TRUE,2006,0.9,2.5,0.15,6,0.3,0,0,0,0,0,0,0,0,0,0,0.9,2.5,0.15,6,0.3
Scurge: Hive,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,70,0.04,8.95,Nintendo DS,M,TRUE,2006,10.78333333,13.48333333,9.816666667,13,8.65,13.35,14.78333333,13.35,2,11.91666667,0,0,0,0,0,10.31666667,13.3,9.583333333,11,8.466666667
Star Trek: Tactical Assault,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Ubisoft,TRUE,63,0.04,17.95,Nintendo DS,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tao's Adventure: Curse of the Demon Seal,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Konami,TRUE,50,0.04,14.95,Nintendo DS,E,TRUE,2006,45,45,45,1,45,0,0,0,0,0,0,0,0,0,0,45,45,45,1,45
Ford Bold Moves Street Racing,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,Eidos,TRUE,52,0.04,17.95,Sony PSP,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gitaroo Man Lives!,TRUE,1,TRUE,TRUE,Simulation,TRUE,,TRUE,80,0.04,22.95,Sony PSP,E,TRUE,2006,2.433333333,3.566666667,1.883333333,7,1.65,0,0,0,0,0,2.683333333,3.283333333,2.683333333,2,2.083333333,2.333333333,3.55,1.883333333,5,1.633333333
Gradius Collection,TRUE,1,TRUE,TRUE,Action,TRUE,Konami,TRUE,76,0.04,17.95,Sony PSP,T,TRUE,2006,10.11666667,10.18333333,10.11666667,2,10.05,0,0,0,0,0,10.25,10.25,10.25,1,10.25,10,10,10,1,10
The Legend of Heroes II: Prophecy of the Moonli...,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Namco,TRUE,63,0.04,17.95,Sony PSP,E,TRUE,2006,24.7,29.36666667,22.8,8,20.91666667,35,35,35,1,35,22.5,23.75,22.5,2,21.25,23.53333333,26.03333333,20.61666667,5,20.08333333
Pac-Man World Rally,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Namco,TRUE,51,0.04,17.95,Sony PSP,T,TRUE,2006,2.75,3.866666667,2.75,2,1.616666667,0,0,0,0,0,0,0,0,0,0,2.75,3.866666667,2.75,2,1.616666667
Bomberman: Act Zero,TRUE,1,TRUE,TRUE,Action,TRUE,Konami,TRUE,34,0.04,12.95,X360,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth Defense Force 2017,TRUE,2,TRUE,TRUE,Action,TRUE,,TRUE,69,0.03,17.95,X360,T,TRUE,2006,22.46666667,45.86666667,11,23,12.05,60.5,60.75,60.5,2,60.25,33.5,51.5,22.5,8,19,9.85,12.45,10,13,8.633333333
WarTech: Senko no Ronde,TRUE,2,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,60,0.03,12.95,X360,T,TRUE,2006,25.88333333,57.25,1.166666667,4,6.883333333,101,101,101,1,101,0,0,0,0,0,0.85,1.116666667,1,3,0.583333333
MechAssault: Phantom War,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,66,0.03,12.95,Nintendo DS,E,TRUE,2006,7.5,8.116666667,7,3,6.866666667,0,0,0,0,0,0,0,0,0,0,7.5,8.116666667,7,3,6.866666667
Astonishia Story,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,Ubisoft,TRUE,48,0.03,16.95,Sony PSP,T,TRUE,2006,19.05,20.18333333,19.15,3,17.91666667,16.73333333,16.73333333,16.73333333,1,16.73333333,21.28333333,21.28333333,21.28333333,1,21.28333333,19.15,19.15,19.15,1,19.15
B-Boy,TRUE,1,TRUE,TRUE,Action,TRUE,Sony,TRUE,50,0.03,17.95,Sony PSP,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BattleZone,TRUE,1,TRUE,TRUE,Action,TRUE,Atari,TRUE,57,0.03,14.95,Sony PSP,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bounty Hounds,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Namco,TRUE,63,0.03,17.95,Sony PSP,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubble Bobble Evolution,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,47,0.03,12.95,Sony PSP,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MotoGP,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,Sony,TRUE,69,0.03,32.95,Sony PSP,E,TRUE,2006,7.5,7.5,7.5,1,7.5,0,0,0,0,0,0,0,0,0,0,7.5,7.5,7.5,1,7.5
OutRun 2006: Coast 2 Coast,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,Sega,TRUE,82,0.03,17.95,Sony PSP,E,TRUE,2006,5.183333333,7.116666667,4,6,3.783333333,0,0,0,0,0,0,0,0,0,0,5.183333333,7.116666667,4,6,3.783333333
Warhammer: Battle for Atluma,TRUE,1,TRUE,TRUE,Strategy,TRUE,Namco,TRUE,55,0.03,17.95,Sony PSP,M,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBK: Snowboard Kids,TRUE,1,TRUE,TRUE,"Action,Sports",TRUE,,TRUE,63,0.02,19.95,Nintendo DS,E,TRUE,2006,6.316666667,6.716666667,6.316666667,2,5.9,6.316666667,6.716666667,6.316666667,2,5.9,0,0,0,0,0,0,0,0,0,0
Tenchu: Dark Secret,TRUE,1,TRUE,TRUE,Action,TRUE,Nintendo,TRUE,37,0.02,14.95,Nintendo DS,E,TRUE,2006,7.1,7.8,7.1,2,6.4,0,0,0,0,0,0,0,0,0,0,7.1,7.8,7.1,2,6.4
Dungeon Maker: Hunting Ground,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,,TRUE,70,0.02,14.95,Sony PSP,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metal Gear Solid: Digital Graphic Novel,TRUE,1,TRUE,TRUE,Adventure,TRUE,Konami,TRUE,78,0.02,17.95,Sony PSP,T,TRUE,2006,3.183333333,3.4,3.033333333,4,3.05,3,3,3,1,3,0,0,0,0,0,3.25,3.416666667,3.033333333,3,3.083333333
Star Trek: Tactical Assault,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Ubisoft,TRUE,64,0.02,17.95,Sony PSP,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micro Machines V4,TRUE,2,TRUE,TRUE,"Action,Racing / Driving",TRUE,,TRUE,61,0.01,17.95,Sony PSP,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platypus,TRUE,2,TRUE,TRUE,Action,TRUE,,TRUE,59,0.01,14.95,Sony PSP,T,TRUE,2006,1.433333333,1.666666667,1.25,3,1.2,0,0,0,0,0,0,0,0,0,0,1.433333333,1.666666667,1.25,3,1.2
Custom Robo Arena,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Nintendo,TRUE,74,0.01,17.95,Nintendo DS,T,TRUE,2006,24.03333333,35.16666667,20.61666667,6,18.66666667,48,48,48,1,48,21,21,21,1,21,18.8,20.48333333,19.11666667,4,16.98333333
Gurumin: A Monstrous Adventure,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,78,0.01,13.95,Sony PSP,T,TRUE,2006,11.51666667,16,10.5,33,9.25,19,19,19,1,19,12.8,16.55,11.38333333,18,10.35,9.316666667,10.26666667,9.4,14,8.416666667
Spider-Man 3,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,58,0.01,6.95,Sony PSP,M,TRUE,2006,10.83333333,16.28333333,10.31666667,18,7.883333333,10.81666667,10.81666667,10.81666667,1,10.81666667,12.55,16.96666667,11.31666667,7,10.96666667,9.633333333,12.48333333,9.666666667,10,7.416666667
Wii Fit,TRUE,1,TRUE,TRUE,"Educational,Sports",TRUE,Nintendo,TRUE,80,9.6,24.95,Nintendo Wii,T,TRUE,2007,6.066666667,10.01666667,4,11,4.016666667,0,0,0,0,0,12,13.75,13,3,10.25,3.85,4.45,3.933333333,8,3.45
Halo 3,TRUE,4,TRUE,TRUE,Action,TRUE,Microsoft,TRUE,94,8.03,24.95,X360,E,TRUE,2007,10.35,34.85,9.083333333,333,6.733333333,16.68333333,37.91666667,15,27,12.41666667,12.76666667,25.93333333,11,72,7.933333333,8.866666667,14.46666667,9,234,6.35
Call of Duty 4: Modern Warfare,TRUE,4,TRUE,TRUE,Action,TRUE,Activision,TRUE,94,5.77,29.95,X360,E,TRUE,2007,8.016666667,28.75,7,615,4.75,16.65,31.13333333,15,50,11.31666667,9.7,29.66666667,9,97,6.516666667,6.75,13.43333333,7,468,4.433333333
Super Mario Galaxy,TRUE,2,TRUE,TRUE,Action,TRUE,Nintendo,TRUE,97,4.94,39.95,Nintendo Wii,E,TRUE,2007,24.83333333,51.56666667,20,289,13.36666667,44.3,62.68333333,45,61,28.1,26.51666667,43.33333333,26.85,88,18.33333333,15.28333333,25.4,15,140,9.733333333
Mario Party DS,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Nintendo,TRUE,72,4.34,27.95,Nintendo DS,T,TRUE,2007,8.033333333,13.71666667,6.866666667,10,5.216666667,8,8,8,1,8,8.2,10.96666667,4.533333333,3,5.433333333,7.966666667,13.7,6.866666667,6,5.2
Mario Party 8,TRUE,4,TRUE,TRUE,"Action,Strategy",TRUE,Nintendo,TRUE,62,3.84,39.95,Nintendo Wii,T,TRUE,2007,6.2,9.933333333,5,16,4.3,8,9.75,7,3,6.25,11,12.96666667,12.33333333,3,9.033333333,4.216666667,5.05,4,10,3.55
Guitar Hero III: Legends of Rock,TRUE,2,TRUE,TRUE,"Action,Simulation",TRUE,Activision,TRUE,85,3.28,12.95,X360,T,TRUE,2007,15.18333333,56,8.833333333,86,7.5,18.9,25.71666667,24,5,13.46666667,27.06666667,60.63333333,15.5,29,12.13333333,8.216666667,19.05,8,52,5.55
Link's Crossbow Training,TRUE,1,TRUE,TRUE,Action,TRUE,Nintendo,TRUE,68,3.2,14.95,Nintendo Wii,E,TRUE,2007,2.1,3.516666667,2,26,1.4,3.616666667,4.1,4.016666667,4,2.916666667,2.966666667,3.866666667,2.5,5,2.416666667,1.483333333,2.15,1.116666667,17,1.033333333
Guitar Hero III: Legends of Rock,TRUE,2,TRUE,TRUE,"Action,Simulation",TRUE,Activision,TRUE,86,3.19,49.95,Nintendo Wii,T,TRUE,2007,15.18333333,56,8.833333333,86,7.5,18.9,25.71666667,24,5,13.46666667,27.06666667,60.63333333,15.5,29,12.13333333,8.216666667,19.05,8,52,5.55
Assassin's Creed,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,81,3.17,16.95,X360,T,TRUE,2007,18.75,56.7,17,1100,11.93333333,31.93333333,63.25,30,115,22.98333333,19.75,34.33333333,19.61666667,443,13.58333333,15.3,23.56666667,15,564,10.56666667
LEGO Star Wars: The Complete Saga,TRUE,2,TRUE,TRUE,Action,TRUE,,TRUE,80,3.03,17.95,Nintendo Wii,M,TRUE,2007,24.88333333,51.71666667,20,126,15.05,39.81666667,49.81666667,39.5,31,32.38333333,25.5,52.11666667,21,47,15.96666667,14.66666667,27.16666667,14,48,11
Call of Duty 4: Modern Warfare,TRUE,4,TRUE,TRUE,Action,TRUE,Activision,TRUE,94,2.91,24.95,PlayStation 3,E,TRUE,2007,8.016666667,28.75,7,615,4.75,16.65,31.13333333,15,50,11.31666667,9.7,29.66666667,9,97,6.516666667,6.75,13.43333333,7,468,4.433333333
Mario & Sonic at the Olympic Games,TRUE,4,TRUE,TRUE,"Action,Sports",TRUE,"Nintendo,Sega",TRUE,67,2.74,29.95,Nintendo Wii,E,TRUE,2007,9.233333333,10.05,9,5,8.05,10,10.5,10,2,9.5,9.583333333,9.866666667,9.583333333,2,9.283333333,7,7,7,1,7
LEGO Star Wars: The Complete Saga,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,,TRUE,80,2.66,17.95,Nintendo DS,E,TRUE,2007,24.88333333,51.71666667,20,126,15.05,39.81666667,49.81666667,39.5,31,32.38333333,25.5,52.11666667,21,47,15.96666667,14.66666667,27.16666667,14,48,11
Forza Motorsport 2,TRUE,2,TRUE,TRUE,Racing / Driving,TRUE,Microsoft,TRUE,90,2.48,12.95,X360,T,TRUE,2007,59.55,73.93333333,58.21666667,15,49.43333333,70.5,78.96666667,67.38333333,4,63.56666667,57.4,64.1,55,5,48.1,54.06666667,57.06666667,54.2,6,50.06666667
Madden NFL 08,TRUE,4,TRUE,TRUE,Sports,TRUE,EA,TRUE,85,2.32,9.95,X360,E,TRUE,2007,106,176.25,17,3,35.75,10,10,10,1,10,291,291,291,1,291,17,17,17,1,17
Guitar Hero II,TRUE,2,TRUE,TRUE,"Action,Simulation",TRUE,Activision,TRUE,92,2.04,17.95,X360,T,TRUE,2007,13.41666667,28.21666667,9.5,53,6.566666667,30,37.5,30,2,22.5,22.01666667,33,20,15,13.5,8.9,19.46666667,9,36,5.316666667
Rock Band,TRUE,4,TRUE,TRUE,"Action,Simulation",TRUE,,TRUE,92,2.02,14.95,X360,E,TRUE,2007,19.36666667,86.83333333,8,29,9.333333333,42,42,42,1,42,35.51666667,95.46666667,26.36666667,11,18.46666667,7.583333333,9.833333333,7.75,17,6.333333333
The Legend of Zelda: Phantom Hourglass,TRUE,1,TRUE,TRUE,Action,TRUE,Nintendo,TRUE,90,1.92,24.95,Nintendo DS,E,TRUE,2007,20.21666667,40.18333333,19.4,153,14.65,30.33333333,44.11666667,25,21,23.61666667,20.81666667,32.58333333,20,70,15.2,16.1,20.6,15.56666667,62,12.66666667
Pokmon Mystery Dungeon: Explorers of Darkness,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Nintendo,TRUE,59,1.91,15.95,Nintendo DS,E,TRUE,2007,31.18333333,55.26666667,23.9,34,21.33333333,75.06666667,80.55,81.13333333,4,66.55,31.51666667,41.75,28.91666667,11,25.4,21.76666667,30.65,20.85,19,18.2
Pokmon Mystery Dungeon: Explorers of Time,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Nintendo,TRUE,59,1.91,24.95,Nintendo DS,T,TRUE,2007,31.18333333,55.26666667,23.9,34,21.33333333,75.06666667,80.55,81.13333333,4,66.55,31.51666667,41.75,28.91666667,11,25.4,21.76666667,30.65,20.85,19,18.2
Assassin's Creed,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,81,1.77,17.95,PlayStation 3,T,TRUE,2007,18.75,56.7,17,1100,11.93333333,31.93333333,63.25,30,115,22.98333333,19.75,34.33333333,19.61666667,443,13.58333333,15.3,23.56666667,15,564,10.56666667
Uncharted: Drake's Fortune,TRUE,1,TRUE,TRUE,Action,TRUE,Sony,TRUE,88,1.76,24.95,PlayStation 3,T,TRUE,2007,9.5,32.11666667,9,1400,6.5,17.26666667,36.05,16.98333333,91,12.11666667,10.3,15.4,10,313,7.766666667,8.5,16.73333333,8.466666667,951,6.116666667
Mass Effect,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Microsoft,TRUE,91,1.57,17.95,X360,T,TRUE,2007,28.06666667,113.2666667,25,2300,16.33333333,44.78333333,121.4,40.83333333,379,28.53333333,29.73333333,60.93333333,28,1100,18.76666667,17.38333333,69.96666667,16.5,769,11.53333333
Cooking Mama 2: Dinner with Friends,TRUE,1,TRUE,TRUE,Simulation,TRUE,,TRUE,70,1.56,17.95,Nintendo DS,E,TRUE,2007,8.216666667,14.81666667,5.183333333,6,5.85,22.93333333,22.93333333,22.93333333,1,22.93333333,0,0,0,0,0,5.266666667,5.6,5.133333333,5,5.1
BioShock,TRUE,1,TRUE,TRUE,Action,TRUE,2K,TRUE,96,1.52,16.95,X360,T,TRUE,2007,14.66666667,32.33333333,13.5,1900,9.533333333,21.75,33.43333333,20,214,15.16666667,16.33333333,33.13333333,15,630,10.83333333,12.26666667,21.06666667,12,1100,8.566666667
Super Paper Mario,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Nintendo,TRUE,85,1.5,29.95,Nintendo Wii,E,TRUE,2007,22.8,50.63333333,19.76666667,112,16.88333333,48.88333333,64.31666667,48.43333333,11,36.81666667,24.08333333,31.56666667,22.21666667,33,19.08333333,17.96666667,20.36666667,18,68,15.23333333
Game Party,TRUE,4,TRUE,TRUE,Action,TRUE,Midway,TRUE,25,1.49,14.95,Nintendo Wii,T,TRUE,2007,2,2,2,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
Ratchet & Clank: Size Matters,TRUE,1,TRUE,TRUE,Action,TRUE,Sony,TRUE,85,1.47,14.95,Sony PSP,E,TRUE,2007,8.016666667,14.8,7.116666667,49,6.016666667,16.03333333,19.28333333,17,4,12.31666667,7.866666667,10.98333333,7.116666667,12,5.983333333,7.116666667,10.51666667,7,33,5.833333333
